text,score
"लीबियाई_दिरेम,लीबियन_दिरेम,लीबियाई_डिरैम,लीबियन_डिरैम,दिरेम,डिरैम",0
"मकदुनियाई,मेसीडोनियाई,मैसीडोनियाई,मकदुनियावासी,मेसीडोनियावासी,मैसीडोनियावासी,मकदुनिया-वासी,मेसीडोनिया-वासी,मैसीडोनिया-वासी",0
"मडगास्करी,मैडगास्करी,मैडगैस्करी,मैडगास्कर_वासी,मैडगैस्कर_वासी,मैडगास्कर-वासी,मैडगैस्कर-वासी,मैडगास्कन,मैडगैस्कन",0
"मलेशियाई,मलेशियन",0
माल्टाई,0
"झिल्लीदार,झिल्लित",-1
"दुधारू,दुधार,दुधैल,दुधारी,दुधैली",0
"मंगोल,मंगोलियन,मंँगोल",0
"मंगोलियन,मंगोलियन_भाषा,मंगोलिक,मंगोलिक_भाषा",0
"नामिबियाई,नामिबियावासी,नामिबिया_वासी,नामिबिया-वासी,नामिबियन",0
"निकारगुआई,निकारगुअन",0
"नाइजीरियाई,नाइजेरियाई,नाइजीरियावासी,नाइजेरियावासी,नाइजीरिया_वासी,नाइजेरिया_वासी,नाइजीरिया-वासी,नाइजीरिया-वासी,नाइजीरियन,नाइजेरियन",0
"लगना,जुटना,लिपटना,व्यस्त_रहना,लगा_रहना",1
"ओमानी,ओमान_वासी,ओमान-वासी",0
"पाकिस्तानी_रुपया,पाकिस्तानी_रुपिया,रुपया,रुपिया",0
प्रायद्वीपीय,0
औषधीय,0
"बहुभुज,बहुभुजी",0
"रवांडाई,रवाण्डाई,रवांडा-संबंधी,रवाण्डा-संबंधी,रवांडन",0
"सेशिल्ज़ी,सेशिल्जी,सेशिल्ज़वासी,सेशिल्जवासी,सेशिल्ज़_वासी,सेशिल्ज_वासी,सेशिल्ज़-वासी,सेशिल्ज-वासी",0
"थाई,थाईलैंडी,थाईलैंड_वासी,थाईलैंड-वासी",0
साइबेरियाई,0
"सिंगापुरी,सिंगापुर_वासी,सिंगापुर-वासी",0
"सिंहली,श्रीलंकाई,श्री_लंकाई,श्रीलंकन",0
"सूडानी_पाउंड,सूडानी_पौंड,सूडानीज़_पाउंड,सूडानीस_पाउंड,सूडानीज़_पौंड,सूडानीस_पौंड,सूडानी_पाउण्ड,सूडानी_पौण्ड,सूडानीज़_पाउण्ड,सूडानीस_पाउण्ड,सूडानीज़_पौण्ड,सूडानीस_पौण्ड,सूडानी_पाउन्ड,सूडानी_पौन्ड,सूडानीज़_पाउन्ड,सूडानीस_पाउन्ड,सूडानीज़_पौन्ड,सूडानीस_पौन्ड,पाउंड,पौंड,पाउण्ड,पौण्ड,पाउन्ड,पौन्ड",0
"स्वाज़ीलैंड,स्वाजीलैंड,स्वैज़ीलैंड,स्वैजीलैंड,स्वाज़ीलैण्ड,स्वाजीलैण्ड,स्वैज़ीलैण्ड,स्वैजीलैण्ड,स्वाज़ीलैंड_गणराज्य,स्वाजीलैंड_गणराज्य",0
तमिल,0
"तंज़ानियाई,तंजानियाई,तंज़ानिया_वासी,तंजानिया_वासी,तंज़ानिया-वासी,तंजानिया-वासी,तंज़ानियावासी,तंजानियावासी,तंज़ानियन,तंजानियन",0
"टोगोलीज़,टोगोलीज,टोगोलीस",0
"त्रिनिदादी,त्रिनिदाद_वासी,त्रिनिदाद-वासी,त्रिनिदादियन",0
"ट्यूनीशियाई,ट्यूनीशिया_वासी,ट्यूनीशिया-वासी,ट्यूनीशियावासी,ट्यूनीशियन",0
"ट्यूनीशियाई,ट्यूनीशिया_वासी,ट्यूनीशिया-वासी,ट्यूनीशियावासी,ट्यूनीशियन",0
"युगांडन,युगांडाई,युगांडावासी,युगांडा_वासी,युगांडा-वासी,यूगांडन,यूगांडाई,यूगांडावासी,यूगांडा_वासी,यूगांडा-वासी",0
उर्दू,0
वाहनीय,1
"पशु-चिकित्सा,पशुचिकित्सा,शालीहोत्र",0
अस्थिहीन,0
"वियतनामी,वियतनाम_वासी,वियतनाम-वासी,वियतनामीज़,वियतनामीस",0
"वियतनामी,वियतनाम_वासी,वियतनाम-वासी,वियतनामीज़,वियतनामीस",0
क्वाचा,0
"कीवी,न्यूज़ीलैंडी,न्यूज़ीलैण्डी,न्यूजीलैंडी,न्यूजीलैण्डी,न्यूज़ीलैंडर,न्यूज़ीलैण्डर,न्यूजीलैंडर,न्यूजीलैण्डर",0
"जिम्बाबवेयन_डालर,ज़िम्बाबवेयन_डालर,जिम्बाबवेयन_डॉलर,ज़िम्बाबवेयन_डॉलर,डालर,डॉलर",0
"ख़ानदानी,खानदानी,कुलीय,वंशीय",0
गुलाबी,0
"आशान्वित,आशावान,आशापूर्ण",1
निराशाजनक,-1
क्षैतिज,0
"खड़ा,ऊर्द्ध्व,ऊर्ध्व,अनुदैर्ध्य",1
"आसीन,विराजमान,उपविष्ट,अध्यासीन,अभिनिविष्ट",1
"एकत्रित,इकट्ठा,एकत्र,जमा,समग्रीकृत",0
"जनित,जन्य",0
"गणनीय,गण्य",0
"बेहिसाब,बेहिसाबी,अनलेखा",0
"तरंगित,उत्तरंग,उर्मिल,तरंगी,लहरित,तरंगायित",0
"सक्षम,क्षमतावान,सामर्थ्यवान,क्षमताशाली,सामर्थी",1
"अनुपेक्षित,अवेक्षित,अनवहेलित",-1
"घनिष्ठता,अंतरंगता,अति_प्रियता,निकटता,सामीप्य,सन्निध,नज़दीकी,नजदीकी,संसर्ग,अज़ीज़ी,अजीज",1
"बेपरवाह,बेपरवा,बिन्दास,बेफिक्र,बेफ़िक़्र,अलगरजी,अल्हड़,अचिंत,अचिन्त",0
उपेक्षक,-1
"मांसाहारी,समिषाहारी,आमिषाहारी,मांसभक्षी,मांसखोर,मांसख़ोर",-1
"शाकाहारी,शाकजीवी,शाकोपजीवी,शाकभक्ष्य",0
"तृणचर,तृण-चर,तृणजंभन्,तृणजम्भन्",0
"सर्वभक्षी,सर्वभक्ष्य",-1
"कीटभक्षी,कीटभोजी",0
"पुच्छल,पुँछल,दुमदार",0
"निस्पृह,निःस्फृह,निर्लोभ,लोभहीन,लालचहीन,अलोभी,अस्पृह,अतृष्ण,लालसारहित,तृष्णारहित",-1
"निश्चयात्मक,पक्का",0
"सक्रिय,क्रियाशील",1
"कायल,क़ायल",1
"आश्वस्त,आश्वासित",1
"अपरिवर्तनीय,अपरिवर्तनशील,अजूना",-1
"परिवर्तित,परिणत,तबदील,तब्दील",0
"अपरिवर्तित,अनबदला",0
"आविष्ट,आवेशग्रस्त,आवेशपूर्ण",1
"हँसमुख,हसमुख",1
दानेदार,0
"पांडु,पाण्डु",0
"मूँगा,विद्रुम,प्रवाल,समुद्रज,रत्नद्रुम,मिरंगा",0
"मटमैला,मटिया,मिटिया,मटियाला,धूसर,ख़ाकी,खाकी,भूमिल,कंजई,भूरा,कपिल",0
नारंगी,0
"बैंगनी,बैगनी,जामुनी,बैंजनी,जमुनियाँ",1
गुलाबी,0
"सेवानिवृत्त,रिटायर,अवकाश_प्राप्त,रिटायर्ड",0
"गेरू,गिरमाटी,गैरकी,रक्तोपल,गिलसुर्ख,गिरिधातु,शैलसंभूत,शैलसम्भूत",0
आबनूसी,0
"लगना,जुटना,लिपटना,व्यस्त_रहना,लगा_रहना",1
"रंगहीन,निरंग,बेरंग,वर्णहीन,अवर्ण,वर्णशून्य,अबरन,अबरनीय",0
"तेजहीन,निस्तेज,बुझा_हुआ,आभाहीन,कांतिहीन,ओजहीन,प्रभाहीन,फीका,बेरौनक,अप्रभ,प्रभारहित",0
"ईसाई,क्रिस्चन,क्रिश्चन,क्रिश्चियन,किरिस्तानी,ईसाई_धर्मावलंबी",1
शास्त्रीय,0
"धूलिधूसर,धूलि_धूसर,धूलिधूसरित,धूलि_धूसरित,धूसर,धूसरा,धूलधूसरित",-1
"तैलीय,तेलीय,स्निग्ध,तेलहा",0
"कीचड़दार,पंकिल,कीचदार,कार्दम,चिलहला",0
"श्लील,श्रील,बढ़िया",1
"मरणासन्न,मृतप्राय,अभिनिधन",-1
"रेडियोधर्मी,रेडियोएक्टिव",0
"अस्पृश्य,अछूत,छुतिहा,अपरस",1
"सक्रिय,क्रियाशील",1
"अपारदर्शक,अपारदर्शी",0
"दूधिया,दुधिया",0
"भ्रमित,भ्रांत,भ्रान्त",-1
"क़रीबी,नज़दीकी,नजदीकी,निकटवर्ती,समीपी,निकटस्थ,सन्निकट,समीपवर्ती,समीपस्थ,अपदांतर,अपदान्तर",1
"रात,रात्रि,रजनी,निशा,यामा,यामिनी,रैना,रैन,विभावरी,निशि,शर्वरी,यामिन,यामिनि,यामि,रात्रिमान,निशिता,वासुरा,निसि",0
"संघटित,संगठित",0
"शत्रुतापूर्ण,दुश्मनाना,वैरपूर्ण,बैरपूर्ण",-1
"गरम,गर्म,उष्ण,ताबदार",1
"क्रुद्ध,क्रोधित,कुपित,भामी,क्षुब्ध,अनखौहा",-1
"शीतल,ठंडा,अनुष्ण,अतप्त,ठण्डा,ठंढा,ठण्ढा",1
"वसंत_कालीन,बसंती,वसंती,वासंती,बासंती",0
"खुला,अनावृत,अनाच्छादित,अनढँका,आवरणहीन,आवरणरहित,अनावेष्टित,अपरछन,अपरिच्छन्न,अप्रच्छन्न",-1
"स्पष्टतः,खुल_कर,खुले_तौर_पर,खुल्लम_खुल्ला,बिना_लाग_लपेट_के,साफ़_साफ़,स्पष्टतया,साफ़-साफ़",1
"मटमैला,ढबैला",0
"तटवर्ती,तटस्थ",-1
"तर्कगम्य,तर्काधीन,तर्कसंगत",1
प्रकाशित,0
अप्रकाशित,0
"अफ़वाही,अफवाही",0
आग्नेय,0
"अदह,अदाह्य",0
"विस्फोटक,विस्फोटक_पदार्थ",-1
बेआराम,-1
"रिहायशी,रिहाइशी,रहाइशी,रहायशी,आवासीय",0
"प्रजातांत्रिक,प्रजातंत्रीय,प्रजातंत्री,प्रजातंत्रात्मक,गणतंत्रीय,गणतंत्री,गणतंत्रिक,गणतंत्रात्मक,गणतांत्रिक,लोकतंत्री,लोकतंत्रात्मक,लोकतंत्रीय",1
"असामान्य,असाधारण,ख़ास,खास,ग़ैरमामूली,विशेष,ऐसा-वैसा,अपसामान्य,स्पेशल,ख़ासा,खासा",1
"बिरला,विरला,कोई-कोई,इक्का-दुक्का",0
"सर्वसामान्य,सर्व_सामान्य,सर्वसाधारण,सर्व_साधारण",0
"धार,प्रवाह,धारा",0
"चिरकालीन,चिरकालिक,दीर्घकालीन,दीर्घकालिक,दीर्घ-कालीन,दीर्घ-कालिक,चिर-कालीन,चिर-कालिक",-1
"कथनीय,कथ्य,वाच्य,अभिभाष्य",-1
"तुलनीय,तुल्य",1
"सामंजस्यपूर्ण,मेलपूर्ण",1
"अधकच्चा,अधगला",0
"तीसरा,तृतीय",0
"अनन्य,एकनिष्ठ",0
उठना,0
"अपूर्ण,अपरिपूर्ण,अपूर",-1
"पक्षधर,पक्षपाती,तरफ़दार,तरफदार,समर्थक,हिमायती,अनुमोदक",1
"अपरिपक्व,अल्पविकसित,अप्रौढ़,अप्रगल्भ",0
उठना,0
"अपूर्ण,अपरिपूर्ण,अपूर",-1
"तल,स्तर,संस्तर,सतह",0
"अवतल,नतोदर",0
"बिखरा,छितराया,फैला,विकीर्ण,बिखरा_हुआ,अफ़शाँ,अफ़शान,अफशान,अफशाँ",1
"असघन,अघन,विरल,असंघनित",0
"आसक्त,मुग्ध,मोहित,फ़िदा,फिदा",1
"परिपूर्ण,भरा_हुआ,आपूर्ण,भरा-पूरा,पूर्ण,अभिपूर्ण",1
"सिकुड़ा,संकुचित,सिमटा",0
"संकुचनशील,संकोची",0
अलबानियाई,0
"अजेय,अजय,अजित,अपराजेय,दुर्जेय,अजीत",1
"चेतनायुक्त,चेतन,संज्ञायुक्त",1
"चेतनाहीनता,चेतनाशून्यता,अचेतनता,अचेतना,असंज्ञता",-1
अवचेतन,-1
उदारतापूर्वक,1
"नाशक,नाशी,विनाशी,विनाशक,विनायक,विध्वंसक,अपध्वंसी,अपह,अपाय",-1
"तृप्त,तुष्ट,संतुष्ट,सन्तुष्ट,अघाया_हुआ,परितुष्ट,अनिच्छ,तोषित",1
"आत्मतुष्ट,आत्मसंतुष्ट,आत्मतृप्त",-1
"संतोषी,संतोषशील",1
"तर्कातीत,अतर्क्य,तर्कागम्य,अप्रतर्क्य",-1
"अनवरत,लगातार,अनंतर,अनन्तर,अनंतरित,अनन्तरित,अविरत",-1
"छिटपुट,छुटपुट,छिट-पुट,छुट-पुट,थोड़ा-बहुत,हल्का-फुल्का",-1
"नियमी,नेमी,नियम_पालक,आत्मानुशासी",0
"अवश्य,वश_से_परे",0
अराजक,-1
"अनाथ,नाथहीन,अनीश,अनीस",0
विवादस्पद,-1
"विवादित,विवादास्पद,वादग्रस्त,विवादग्रस्त,निजाई",-1
"निश्शंक,अनाशंकित,आशंकाहीन,बेखटक,बेफ़िक्र,संशयहीन",-1
"अविवाद्य,वादातीत",-1
"कर्कशा,उग्रा,झगड़ालू,लड़ाकी,कलसिरी",-1
"सुविधाजनक,सुविधापूर्ण,आसान",1
"असुविधाजनक,असुविधापूर्ण",0
"खरा,चोखा,सच्चा",1
"पारंपरिक,परम्परागत,पारम्परिक",0
झबरीला,0
"शाखाहीन,शाखाविहीन,शाखारहित,अशाखित,अप्रकांड,अप्रकाण्ड",0
"अलौकिक,अमानवीय,अमानवी,अपौरुषेय,अमानुषी,अमानुषिक",0
"नरभक्षी,आदमखोर,आदमख़ोर,मनुष्यभक्षी",0
"मजाकिया,मज़ाकिया",1
"भूखा,भूकड़,क्षुधित,क्षुधातुर,छुधित",-1
"प्यासा,तशन,तश्नः",0
"जल्दबाज,जल्दबाज़,उतावला,हड़बड़िया",-1
"नौसिखिया,कच्चा,नव_प्रशिक्षित,नौसिखुआ,नया,नौसिख,असिद्ध,अनभ्यस्त,अपक्व",-1
"अधकच्चा,अधगला",0
सहकारी,0
भ्रष्टाचारी,0
मिटनेवाला,1
"अशरीरी,अशारीरिक,रूहानी",0
"बेपरवाह,बेपरवा,बिन्दास,बेफिक्र,बेफ़िक़्र,अलगरजी,अल्हड़,अचिंत,अचिन्त",0
विनीत,1
"अविश्वसनीय,अविश्वस्त,अविश्वासी,अनप्रतीती,अप्रत्यय",0
"भेंगा,तिरपटा,कैंचा,ऐंचताना,सर्गपताली,धेरा",0
"राजकीय,राज्य_विषयक",0
"त्रि-आयामी,त्रि-आयामिक,त्रिआयामी,त्रिआयामिक,त्रिविम,त्रिविमीय",0
"जड़ित,जड़ाऊ,जड़ावदार,अभिनिविष्ट",0
पदस्थ,0
"रेडीमेड,रेडिमेड",0
"निर्मित,रचित,विरचित,सृष्ट,कृत,सर्जित,सृजित,संरचित,पर्णीत,प्रकृत",1
चक्रीय,0
द्विवर्षी,0
"बारहमासी,बारह-मासी,सदा-बहार,सदाबहार",0
"रात्रिचर,निशाचर,तमचर,निसिचर,यामिनिचर,निशाट",0
"ख़राब,खराब,बिगड़ा,विकृत,विकारग्रस्त,अपभ्रंश,अपभ्रंशित,अबतर,विद्रूप",-1
दिनांकित,0
"बहरा,बधिर",0
निर्णायक,1
घोषित,0
"तथाकथित,तथाकथ्य,नाम_भर_का,कहने_भर_का,नाम_चार_का",-1
अघोषित,0
"छिछला,उथला,सतही",-1
"पराजित,परास्त,पस्त,अपध्वस्त,अवज्ञात,अभिभवनीय,अभिभूत,अभिमृष्ट,अभिशक्त",-1
"अनत,अनझुका,अनमित",-1
"विद्रोही,बाग़ी,बागी,बलवाई,गद्दार,ग़द्दार",-1
"वर्णित,निरूपित,चित्रित",0
"मौलिक,स्वकृत,स्वरचित,मूल,अननुकृत",1
"फलाना,फलाँ,अमुक,फलां,फला,फ़लाँ,अमका-धमका,फ़लाना,अमका",1
"म्लान,कुम्हलाया,मुरझाया",1
"खंडनीय,भंजनीय",0
"रेतीला,बालूदार,बलुआ,सैकत,बालुई,बलुई,बलसुम,सिकतिल",0
"अखंडनीय,अखण्डनीय,अभंजनीय,अखंड्य,अखण्ड्य",0
"अत्यावश्यक,अति_आवश्यक,अपरिहार्य",1
"लाभदायक,लाभप्रद,लाभकर,लाभकारी,फ़ायदेमंद,फायदेमंद,फ़ायदामंद,फायदामंद,लाभजनक,गुणकारी,उपयोगी,हितकारी,मुफ़ीद,मुफीद,फायदेमन्द,फायदामन्द",1
"प्रजातांत्रिक,प्रजातंत्रीय,प्रजातंत्री,प्रजातंत्रात्मक,गणतंत्रीय,गणतंत्री,गणतंत्रिक,गणतंत्रात्मक,गणतांत्रिक,लोकतंत्री,लोकतंत्रात्मक,लोकतंत्रीय",1
"साम्यवादी,समानतावादी,कम्यूनिस्ट",-1
"लोक,जन,जनता_का",-1
"मनमाना,मनचाहा,स्वेच्छित,मनमर्ज़ी_का,स्वैच्छिक,अनियंत्रित,अनियन्त्रित",0
"स्वाधीनतः,स्वतंत्र_रूप_से",1
स्वायत्त,0
"मुख्य,प्रधान",0
गौण,-1
"स्वाधीनतः,स्वतंत्र_रूप_से",1
विवरणात्मक,0
"धराशायी,भूलुठिंत,भू-लुठिंत,भूलुण्ठित,भू-लुण्ठित",-1
"अटूट,अटाटूट",-1
"अनिर्धारित,अनिश्चित,वैकल्पिक,अप्रतिपन्न,अप्रतीयमान",-1
"सहज,आसान,सरल,सुगम,अविकट,सहल",1
"अप्रतिष्ठित,अप्रतिष्ठ,प्रतिष्ठारहित",0
"एकाग्रचित्त,तन्मय,एकतान,अनन्यचित्त,अनन्यमनस्क",0
"असावधान,लापरवाह,अचेत,असजग,अनचित,अनचित्ता,ग़फ़लती,गफलती,अनवहित,अनवधान,अनाचित,गाफिल,ग़ाफ़िल",-1
गाढ़ा,0
"प्रबंधक,व्यवस्थापक,मैनेजर,प्रबंधकर्ता,नियामक,मुंतजिम,प्रबंध_कर्ता,प्रबंध-कर्ता,प्रबंधकर्त्ता,प्रबंध_कर्त्ता,प्रबंध-कर्त्ता,प्रबन्ध_कर्ता,प्रबन्धकर्ता,प्रबन्ध_कर्त्ता,प्रबन्ध-कर्ता,प्रबन्ध-कर्त्ता,प्रबन्धकर्त्ता",0
"प्रबंधक,व्यवस्थापक,मैनेजर,प्रबंधकर्ता,नियामक,मुंतजिम,प्रबंध_कर्ता,प्रबंध-कर्ता,प्रबंधकर्त्ता,प्रबंध_कर्त्ता,प्रबंध-कर्त्ता,प्रबन्ध_कर्ता,प्रबन्धकर्ता,प्रबन्ध_कर्त्ता,प्रबन्ध-कर्ता,प्रबन्ध-कर्त्ता,प्रबन्धकर्त्ता",0
"अप्रत्यक्ष,परोक्ष",0
सूक्ष्मदर्शी,0
"साभार,कृतज्ञतापूर्वक",1
"कूटनीतिक,कूटनैतिक",0
महत्वहीन,-1
आडंबरपूर्ण,-1
असीमांकित,0
"कुरूप,बदशक्ल,बदसूरत,भद्दा,असुंदर,भदेस,भदेसिल,भोंडा,भौंड़ा,अनगढ़,अनभिरूप,अनरूप,अपाटव,अबंधुर,अबन्धुर",-1
प्रभावित,0
"विभाज्य,विभाजनीय,भाज्य",1
"अक्षुण्ण,अक्षुण,अविभाजित,अखंड,अखण्ड,अभग्न,अविभक्त,अखंडित,अखण्डित,अटूट,अभिन्न,अखूट,अजस्र,अनंतरित,अनन्तरित,अनंतर्हित,अनन्तर्हित,अनवच्छिन्न,अभंग,अभङ्ग,अभंगी,अभङ्गी,अभंजन,अभञ्जन,अभेदनीय",1
"अपृथक्,अपृथक,अभिन्न,अभेद,अभेव,अभेय",-1
"सहयोगी,मददगार,सहायक,शरीक",1
"दोनाली,दुनाली,दोनली,दुनली",0
नाटकीय,1
पेय,0
"नीरसता,रुचिहीनता,अरोचकता,ख़ुश्की,खुश्की,अनरस,फीकापन,रसहीनता",-1
"धारदार,धाराल,धारवाला,पैना",0
"अप्रभावित,अप्रभान्वित",0
"तीक्ष्ण,तेज़,तेज,चोखा,कटीला,अकुंठ,अकुण्ठ,अकुंठित,अकुन्ठित,अनियारी",-1
"असामयिक,अकालिक",0
"विलंबतः,अशीघ्रतः,देरी_से,विलंबपूर्वक,देर_में",-1
"मरणोपरांत,मरणोपरान्त",0
"प्राप्त,उपार्जित,हासिल,हस्तगत,अधिगत,मुयस्सर",1
अनर्जित,0
"पूर्वी,पूरबी,पूर्वीय",0
"पश्चिमी,पच्छिमी",0
"कसरती,व्यायामी",0
"खाद्य,भोज्य,आहार्य,ग्राह्य,भक्ष्य",1
"ऋणात्मक,ऋण",-1
"शिक्षित,साक्षर,पढ़ा-लिखा,पढ़ा_लिखा,प्राज्ञ",1
स्वशिक्षित,0
"शिक्षित,साक्षर,पढ़ा-लिखा,पढ़ा_लिखा,प्राज्ञ",1
मृत,-1
"कठिनाई,कठिनता,मुश्किल,बखेड़ा,दुरुहता,किल्लत,क़िल्लत",-1
थकाऊ,-1
"प्रभावशाली,कारगर",1
"तैरता_हुआ,तैरता",0
"नियुक्त,तैनात,मुकर्रर,नियोजित",0
"वैकल्पिक,विकल्पयुक्त,विकल्पी,ऐच्छिक",0
"कुपात्र,अपात्र,अनधिकारी,अनर्ह,अभाजन",-1
"भावना,मनोभावना,ख़याल,खयाल,ख्याल,जज्बा,जज़्बा,जजबा,जज़बा",1
"आविष्ट,आवेशग्रस्त,आवेशपूर्ण",1
"शैक्षिक,तालीमी,इल्मी",0
"वैतनिक,वेतनभोगी,तनख़्वाहदार",0
"विरक्त,विमुख,बैरागी,वैरागी,विरागी,संन्यासी,सन्यासी,सन्नासी,अपाश्रित",1
"उत्साहवर्धक,उत्साहवर्द्धक",1
"सशंकित,शंकित,सशंक,आशंकित",-1
"आशंकित,आशंकापूर्ण,फ़िक्रमंद",-1
"प्रयासशील,प्रयत्नशील,प्रयासी,प्रयत्नी,प्रयत्नवान,उद्यमी,उद्यमशील,उद्योगी",1
"उत्साही,उत्साहयुक्त,हौसलेवाला,उत्साहित,सरगर्म,सरगरम,अध्यावसायी,अनिवर्ती",1
"इच्छुक,अनुकांक्षी,अभिलाषी,आकांक्षी,अभिलाषुक,अभिलाषक,इच्छालु,मुरादी,आरजूमंद,ख्वाहिशमंद,अभिकांक्षी,अभीप्सी,अभीप्सु,मुश्ताक,मुश्ताक़,अभिलाखी",0
"समकक्ष,समतुल्य,एक_समान,एकसा,तुल्य,सदृश्य,समान,मानिन्द",0
"आतंकित,त्रस्त,भयाक्रांत,संत्रस्त,भयातुर,भयाकुल",-1
"संतुलित,नपातुला",0
चाटुकीय,0
विषम,-1
"सदाबहार,सदा-बहार",0
"पतझड़ी,पर्णपाती",0
रोमांचित,1
"उत्तेजक,उत्तेजनाप्रद,भड़काऊ,भड़कदार",0
"रोमांचकारी,रोमांचक,लोमहर्षक",1
"अभुक्त,अभोगा,अनुपभुक्त",0
"दंगई,दंगेबाज,दंगाई",-1
"अपेक्षणीय,अपेक्ष्य",0
"उपभोग्य,उपभोज्य",0
"अनुभवी,जानकार,परिपक्व,तजुर्बेकार,तजुरबेकार,तजर्बेकार,तजरबेकार,तजरबाकार,तजरुबाकार,मँजा_हुआ,जहाँदीद,जहाँदीदा,आज़मूदाकार,आजमूदाकार",1
"अनुभवहीन,कच्चा,अल्हड़",1
गतावधिक,0
"असंयमी,अतिग्रही",0
"कठोर_व्यवहारी,सख़्त",0
"जिंदादिल,ज़िंदादिल,जिन्दादिल,ज़िन्दादिल",1
"उन्नत,प्रोन्नत,विकसित,सुविकसित",1
औद्योगीकृत,0
"वर्णनीय,कथनीय,वर्ण्य,अभिधेय",0
"बाह्य,बहिरंग,बाहरी",-1
"बाहरी,ऊपरी",1
"आंतरिक,अंतः,अंतरंग,अंतर्वर्ती,आन्तरिक,अन्तः,अन्तरंग,अन्तर्वर्ती,अंदरूनी,भीतरी,अंतरित,अन्तरित,अन्दरूनी,अबाह्य",1
"गोपनीय,अप्रकट्य,गोप्य,अपहरणीय,अपीच्य,अप्रकाश्य",1
नीलाक्ष,0
"काना,एकाक्ष,एकनयन",0
"न्याय_कर्ता,न्यायी,आदिल,अदली",0
"ग्लानिरहित,अकलंक,अकलंकित,अकलंकी",1
"ग्लानिरहित,अकलंक,अकलंकित,अकलंकी",1
निष्ठाहीन,-1
"मार्गच्युत,भटका,गुमराह,भूला-भटका",-1
सुपरिचित,1
"विचित्र,विलक्षण,विस्मयकारी,विस्मयजनक,कुतुहलजनक,जिज्ञासाजनक,अद्भुत,अनागत",1
"विलक्षण,अजीब,अद्भुत,अनूठा,अनोखा,विचित्र,अजब,अजूबा,आश्चर्यजनक,आश्चर्यभूत,हैरतंगेज,हैरत_अंगेज,अभूतपूर्व,अपूर्व,अनभो",1
"अवशोषित,शोषित",-1
"बंधन,बद्धी,अनुबंध,अनुबन्ध,बन्धन,अनुबन्ध,अलान,आलान",1
त्वरित,0
"धीरे,धीमे,हौले,आहिस्ते,आहिस्ता,आहिस्ते_से,आहिस्ता_से",0
"असहमत,असम्मत",-1
"भाग्यवादी,प्रारब्धवादी,दैववादी",0
"दुबला,पतला,क्षीण,कृशकाय,कृश,दुबरा",-1
मक्खनी,0
"वसाहीन,वसामुक्त,अमेदस्क",-1
"चिकित्स्य,साध्य",0
"असाध्य,अचिकित्स्य,चिकित्सातीत,दुस्साध्य,लाइलाज,दुःसाध्य",1
"हितैषी,शुभचिंतक,शुभचिन्तक,कल्याण_कामी,हितचिंतक,शुभाकांक्षी,शुभेच्छुक,खैरखाह,ख़ैरख़ाह",1
"कृत,निष्पन्न,निष्पादित",1
"अकृत,अनकिया",0
"सचेत,सावधान,चौकस,सतर्क,चौकन्ना,सजग,खबरदार,होशियार,अवहित",1
"अनगढ़,अनगढ़ा,अनघढ़",0
"अनंत,असमाप्य,अंतहीन,अनन्त,अन्तहीन,अनवसान",0
"असीम,अनंत,अनन्तअनादि,अपरंपार,अपरम्पार,अपरिमित,अपार,असीमित,अगाध,अमित,अनंता,अनन्ता,अनंत्य,अनन्त्य,बेहद,अमेय,अनधिक,अनवधि,अनापा,अनिर्दिष्ट,अजहद,अपरिच्छिन्न,अप्रमाण,अबाध",-1
"आरंभिक,प्राथमिक,प्रारंभिक,शुरूआती,पूर्व,शुरूवाती,आरम्भिक,प्रारम्भिक",1
"पहलौठा,पहलौंठा,पहलौटा",0
"अंतिम,अन्तिम,आखिरी,आखरी,आख़िरी,आख़री,आखिर,आख़िर,समाप्तिक,चरम,अंत्य,अन्त्य",-1
माध्यमिक,-1
"अल्पाहारी,अल्पहारी,अल्पभोजी,मिताहारी,स्वल्पाहारी",-1
"विकलांग,अपाहिज,अंगहीन,अपंग,अपाहज",-1
"अयोग्य,अनुपयुक्त,नाक़ाबिल,नाकाबिल,अनर्ह,नालायक,ना-लायक,अनलायक,अपारग,अप्रभु",-1
"अनम्य,अनमनीय,कठोर,दृढ़",-1
"कट्टर,कट्टरपंथी,कट्टर-पंथी",0
"घुँघराला,घूँघरदार,छल्लेदार,कुंचित",0
"अंगीकृत,अपनाया,स्वकृत,परिग्रहीत,गृहीत,स्वीकृत,स्वांगीकृत",1
"आयातित,इम्पोर्टेड,इंपोर्टेड",0
"स्वदेशीय,देशी,देसी,स्वदेशी,देशीय,देशज",0
"विदेशी,परदेशी,बिदेसी,परदेसी",-1
"जीवित,ज़िंदा,जिन्दा,जिंदा,सजीव,चेतन,जीवंत,जीवन्त,प्राणवान,जीवधारी,जानदार,तनुधारी",1
"अपारिवारिक,अपरिवारीय",0
विस्मरणीय,1
स्मरणीय,1
"अक्षमाशील,अक्षमावान",0
औपचारिक,0
आनुष्ठानिक,1
"परित्यक्त,त्यक्त,अपरिगृहीत,अपवर्जित,अपविद्ध,अपास्त,अभिनियुक्त",-1
अनानुवंशिक,0
दमित,-1
"विकलांग,अपाहिज,अंगहीन,अपंग,अपाहज",-1
"अनाहत,अक्षत,क्षतिहीन,अनुपहत",1
